date,Flow_Upstream,Flow_Downstream
2015-01-01,1870.0,7880.0
2015-01-02,1680.0,7340.0
2015-01-03,1530.0,6850.0
2015-01-04,1420.0,6480.0
2015-01-05,1330.0,6210.0
2015-01-06,1270.0,5940.0
2015-01-07,1220.0,5690.0
2015-01-08,1180.0,5490.0
2015-01-09,1150.0,5300.0
2015-01-10,1130.0,5130.0
2015-01-11,1110.0,4970.0
2015-01-12,1080.0,4800.0
2015-01-13,1060.0,4630.0
2015-01-14,1040.0,4490.0
2015-01-15,1010.0,4360.0
2015-01-16,991.0,4240.0
2015-01-17,975.0,4140.0
2015-01-18,962.0,4040.0
2015-01-19,995.0,3980.0
2015-01-20,1140.0,3930.0
2015-01-21,1460.0,3910.0
2015-01-22,1480.0,4430.0
2015-01-23,1370.0,4960.0
2015-01-24,1240.0,4860.0
2015-01-25,1120.0,4620.0
2015-01-26,1010.0,4360.0
2015-01-27,918.0,4130.0
2015-01-28,849.0,3970.0
2015-01-29,795.0,3810.0
2015-01-30,754.0,3680.0
2015-01-31,714.0,3560.0
2015-02-01,679.0,3440.0
2015-02-02,647.0,3320.0
2015-02-03,619.0,3210.0
2015-02-04,588.0,3120.0
2015-02-05,562.0,3030.0
2015-02-06,536.0,2940.0
2015-02-07,512.0,2860.0
2015-02-08,489.0,2790.0
2015-02-09,470.0,2710.0
2015-02-10,452.0,2630.0
2015-02-11,434.0,2570.0
2015-02-12,418.0,2500.0
2015-02-13,404.0,2420.0
2015-02-14,391.0,2360.0
2015-02-15,379.0,2280.0
2015-02-16,368.0,2230.0
2015-02-17,357.0,2180.0
2015-02-18,348.0,2130.0
2015-02-19,337.0,2090.0
2015-02-20,329.0,2050.0
2015-02-21,321.0,2010.0
2015-02-22,313.0,1960.0
2015-02-23,305.0,1940.0
2015-02-24,298.0,1900.0
2015-02-25,292.0,1870.0
2015-02-26,286.0,1840.0
2015-02-27,280.0,1820.0
2015-02-28,275.0,1790.0
2015-03-01,269.0,1760.0
2015-03-02,265.0,1740.0
2015-03-03,260.0,1720.0
2015-03-04,256.0,1710.0
2015-03-05,251.0,1690.0
2015-03-06,247.0,1660.0
2015-03-07,242.0,1640.0
2015-03-08,238.0,1610.0
2015-03-09,235.0,1590.0
2015-03-10,231.0,1570.0
2015-03-11,228.0,1550.0
2015-03-12,225.0,1530.0
2015-03-13,221.0,1510.0
2015-03-14,219.0,1500.0
2015-03-15,216.0,1480.0
2015-03-16,213.0,1460.0
2015-03-17,210.0,1450.0
2015-03-18,208.0,1440.0
2015-03-19,205.0,1420.0
2015-03-20,203.0,1410.0
2015-03-21,201.0,1400.0
2015-03-22,199.0,1390.0
2015-03-23,197.0,1380.0
2015-03-24,196.0,1370.0
2015-03-25,194.0,1360.0
2015-03-26,192.0,1350.0
2015-03-27,191.0,1340.0
2015-03-28,190.0,1340.0
2015-03-29,189.0,1330.0
2015-03-30,189.0,1320.0
2015-03-31,188.0,1320.0
2015-04-01,188.0,1320.0
2015-04-02,186.0,1320.0
2015-04-03,187.0,1330.0
2015-04-04,190.0,1340.0
2015-04-05,195.0,1370.0
2015-04-06,207.0,1400.0
2015-04-07,225.0,1440.0
2015-04-08,248.0,1490.0
2015-04-09,279.0,1600.0
2015-04-10,320.0,1790.0
2015-04-11,383.0,2140.0
2015-04-12,498.0,2590.0
2015-04-13,721.0,3350.0
2015-04-14,1250.0,6290.0
2015-04-15,2500.0,14300.0
2015-04-16,6190.0,24900.0
2015-04-17,12600.0,33500.0
2015-04-18,16200.0,44400.0
2015-04-19,20600.0,52800.0
2015-04-20,18600.0,53100.0
2015-04-21,16400.0,51100.0
2015-04-22,18300.0,55200.0
2015-04-23,19700.0,62700.0
2015-04-24,20400.0,66700.0
2015-04-25,16200.0,63000.0
2015-04-26,12600.0,54400.0
2015-04-27,11600.0,50100.0
2015-04-28,12200.0,50200.0
2015-04-29,13100.0,50400.0
2015-04-30,13200.0,50000.0
2015-05-01,11900.0,47000.0
2015-05-02,10700.0,43100.0
2015-05-03,10000.0,40000.0
2015-05-04,9160.0,37100.0
2015-05-05,8920.0,34100.0
2015-05-06,8000.0,32100.0
2015-05-07,6280.0,28100.0
2015-05-08,4950.0,23700.0
2015-05-09,3940.0,20100.0
2015-05-10,3480.0,17700.0
2015-05-11,4480.0,16900.0
2015-05-12,5280.0,17800.0
2015-05-13,7880.0,20800.0
2015-05-14,7690.0,25800.0
2015-05-15,5500.0,22800.0
2015-05-16,3850.0,18100.0
2015-05-17,2940.0,14800.0
2015-05-18,2410.0,12800.0
2015-05-19,2100.0,11600.0
2015-05-20,2130.0,10800.0
2015-05-21,2090.0,10400.0
2015-05-22,1870.0,10000.0
2015-05-23,1580.0,9440.0
2015-05-24,1360.0,8720.0
2015-05-25,1180.0,8080.0
2015-05-26,1150.0,7550.0
2015-05-27,2290.0,7610.0
2015-05-28,2930.0,9800.0
2015-05-29,2990.0,11800.0
2015-05-30,2610.0,11500.0
2015-05-31,2810.0,10200.0
2015-06-01,3750.0,9750.0
2015-06-02,2900.0,10300.0
2015-06-03,2530.0,9520.0
2015-06-04,2320.0,9060.0
2015-06-05,1870.0,8560.0
2015-06-06,1650.0,7790.0
2015-06-07,1570.0,7280.0
2015-06-08,1300.0,6890.0
2015-06-09,3320.0,7090.0
2015-06-10,7140.0,10500.0
2015-06-11,10600.0,19000.0
2015-06-12,9490.0,24100.0
2015-06-13,6360.0,21000.0
2015-06-14,4340.0,16100.0
2015-06-15,3020.0,12700.0
2015-06-16,2190.0,10600.0
2015-06-17,2010.0,9750.0
2015-06-18,2040.0,9220.0
2015-06-19,2300.0,9150.0
2015-06-20,2960.0,9320.0
2015-06-21,2270.0,9570.0
2015-06-22,1720.0,8480.0
2015-06-23,1410.0,7550.0
2015-06-24,1260.0,7030.0
2015-06-25,1230.0,6440.0
2015-06-26,1000.0,5900.0
2015-06-27,793.0,5360.0
2015-06-28,664.0,4780.0
2015-06-29,667.0,4750.0
2015-06-30,841.0,4840.0
2015-07-01,837.0,4910.0
2015-07-02,1820.0,5650.0
2015-07-03,2470.0,6710.0
2015-07-04,1790.0,7770.0
2015-07-05,1210.0,6630.0
2015-07-06,873.0,5540.0
2015-07-07,688.0,4690.0
2015-07-08,708.0,4170.0
2015-07-09,1000.0,4030.0
2015-07-10,827.0,4070.0
2015-07-11,638.0,3950.0
2015-07-12,547.0,3450.0
2015-07-13,566.0,3020.0
2015-07-14,529.0,2740.0
2015-07-15,463.0,2690.0
2015-07-16,496.0,3090.0
2015-07-17,525.0,3730.0
2015-07-18,423.0,3600.0
2015-07-19,471.0,3490.0
2015-07-20,1150.0,4660.0
2015-07-21,3720.0,7320.0
2015-07-22,3850.0,17400.0
2015-07-23,3370.0,23400.0
2015-07-24,2200.0,18000.0
2015-07-25,2140.0,13700.0
2015-07-26,2190.0,11300.0
2015-07-27,1710.0,11500.0
2015-07-28,1880.0,13600.0
2015-07-29,2820.0,13300.0
2015-07-30,2310.0,11700.0
2015-07-31,2160.0,11000.0
2015-08-01,2180.0,10300.0
2015-08-02,1970.0,9720.0
2015-08-03,2100.0,8730.0
2015-08-04,1640.0,9180.0
2015-08-05,1520.0,8960.0
2015-08-06,1580.0,7950.0
2015-08-07,1560.0,7420.0
2015-08-08,1310.0,7040.0
2015-08-09,1080.0,6850.0
2015-08-10,932.0,6390.0
2015-08-11,851.0,5880.0
2015-08-12,1010.0,5670.0
2015-08-13,1250.0,5810.0
2015-08-14,1070.0,6140.0
2015-08-15,864.0,5780.0
2015-08-16,720.0,5170.0
2015-08-17,614.0,4610.0
2015-08-18,549.0,4160.0
2015-08-19,572.0,3850.0
2015-08-20,498.0,3660.0
2015-08-21,484.0,3400.0
2015-08-22,470.0,3450.0
2015-08-23,437.0,3480.0
2015-08-24,401.0,3240.0
2015-08-25,369.0,3020.0
2015-08-26,390.0,3970.0
2015-08-27,654.0,6830.0
2015-08-28,652.0,6940.0
2015-08-29,579.0,6120.0
2015-08-30,466.0,5470.0
2015-08-31,390.0,4940.0
2015-09-01,334.0,4430.0
2015-09-02,289.0,4020.0
2015-09-03,253.0,3730.0
2015-09-04,225.0,3380.0
2015-09-05,204.0,3060.0
2015-09-06,179.0,2820.0
2015-09-07,164.0,2660.0
2015-09-08,159.0,2600.0
2015-09-09,163.0,2770.0
2015-09-10,172.0,3010.0
2015-09-11,181.0,2990.0
2015-09-12,198.0,2730.0
2015-09-13,186.0,2480.0
2015-09-14,230.0,2540.0
2015-09-15,480.0,2630.0
2015-09-16,772.0,2980.0
2015-09-17,659.0,3240.0
2015-09-18,499.0,3210.0
2015-09-19,391.0,2870.0
2015-09-20,322.0,2580.0
2015-09-21,279.0,2360.0
2015-09-22,250.0,2220.0
2015-09-23,228.0,2100.0
2015-09-24,206.0,1990.0
2015-09-25,185.0,1890.0
2015-09-26,167.0,1780.0
2015-09-27,154.0,1680.0
2015-09-28,143.0,1630.0
2015-09-29,137.0,1590.0
2015-09-30,236.0,1930.0
2015-10-01,2730.0,4170.0
2015-10-02,4000.0,6570.0
2015-10-03,2760.0,8690.0
2015-10-04,1800.0,7210.0
2015-10-05,1290.0,5880.0
2015-10-06,989.0,4800.0
2015-10-07,795.0,4030.0
2015-10-08,662.0,3470.0
2015-10-09,576.0,3090.0
2015-10-10,528.0,2920.0
2015-10-11,536.0,2810.0
2015-10-12,538.0,2760.0
2015-10-13,524.0,2740.0
2015-10-14,479.0,2700.0
2015-10-15,430.0,2550.0
2015-10-16,458.0,2580.0
2015-10-17,833.0,2770.0
2015-10-18,955.0,3160.0
2015-10-19,914.0,3470.0
2015-10-20,778.0,3380.0
2015-10-21,689.0,3100.0
2015-10-22,648.0,2860.0
2015-10-23,636.0,2720.0
2015-10-24,632.0,2610.0
2015-10-25,650.0,2690.0
2015-10-26,1650.0,3110.0
2015-10-27,1740.0,4050.0
2015-10-28,1400.0,4810.0
2015-10-29,3140.0,4840.0
2015-10-30,7510.0,8630.0
2015-10-31,5650.0,14800.0
2015-11-01,3900.0,11500.0
2015-11-02,3410.0,9030.0
2015-11-03,3310.0,8200.0
2015-11-04,3340.0,8020.0
2015-11-05,2940.0,7850.0
2015-11-06,2440.0,7370.0
2015-11-07,2120.0,6690.0
2015-11-08,1840.0,6110.0
2015-11-09,1560.0,5640.0
2015-11-10,1360.0,5110.0
2015-11-11,1210.0,4690.0
2015-11-12,1110.0,4390.0
2015-11-13,1250.0,4400.0
2015-11-14,2160.0,4990.0
2015-11-15,2270.0,6550.0
2015-11-16,1950.0,6830.0
2015-11-17,1630.0,6240.0
2015-11-18,1380.0,5600.0
2015-11-19,1200.0,5060.0
2015-11-20,2000.0,5470.0
2015-11-21,5330.0,8660.0
2015-11-22,4670.0,14200.0
2015-11-23,3500.0,12300.0
2015-11-24,2590.0,10300.0
2015-11-25,1770.0,8390.0
2015-11-26,1450.0,7340.0
2015-11-27,1460.0,6830.0
2015-11-28,1610.0,6950.0
2015-11-29,1690.0,7100.0
2015-11-30,1140.0,6380.0
2015-12-01,987.0,5340.0
2015-12-02,1170.0,5380.0
2015-12-03,1370.0,6660.0
2015-12-04,1970.0,6970.0
2015-12-05,2380.0,7730.0
2015-12-06,2160.0,8690.0
2015-12-07,1980.0,8140.0
2015-12-08,1800.0,7700.0
2015-12-09,1560.0,7230.0
2015-12-10,1470.0,6860.0
2015-12-11,1400.0,6660.0
2015-12-12,1400.0,6650.0
2015-12-13,1640.0,6790.0
2015-12-14,1780.0,7280.0
2015-12-15,1660.0,7530.0
2015-12-16,1470.0,7190.0
2015-12-17,1630.0,6580.0
2015-12-18,1830.0,7460.0
2015-12-19,2400.0,8270.0
2015-12-20,2640.0,9440.0
2015-12-21,2200.0,9050.0
2015-12-22,1990.0,8440.0
2015-12-23,1900.0,8310.0
2015-12-24,2430.0,8790.0
2015-12-25,6270.0,14600.0
2015-12-26,8550.0,22800.0
2015-12-27,6410.0,21100.0
2015-12-28,4340.0,16300.0
2015-12-29,3250.0,10500.0
2015-12-30,2730.0,8150.0
2015-12-31,2430.0,8140.0
2016-01-01,2170.0,8450.0
2016-01-02,1950.0,7660.0
2016-01-03,1800.0,6990.0
2016-01-04,1690.0,6390.0
2016-01-05,1620.0,5820.0
2016-01-06,1570.0,5410.0
2016-01-07,1520.0,5100.0
2016-01-08,1480.0,4880.0
2016-01-09,1460.0,4700.0
2016-01-10,1570.0,4650.0
2016-01-11,1810.0,5180.0
2016-01-12,2040.0,5740.0
2016-01-13,2040.0,6470.0
2016-01-14,1880.0,6920.0
2016-01-15,1740.0,6920.0
2016-01-16,1600.0,6730.0
2016-01-17,1480.0,6460.0
2016-01-18,1360.0,6160.0
2016-01-19,1250.0,5910.0
2016-01-20,1150.0,5680.0
2016-01-21,1080.0,5480.0
2016-01-22,1020.0,5280.0
2016-01-23,967.0,5040.0
2016-01-24,926.0,4840.0
2016-01-25,885.0,4690.0
2016-01-26,852.0,4590.0
2016-01-27,831.0,4480.0
2016-01-28,817.0,4370.0
2016-01-29,808.0,4280.0
2016-01-30,803.0,4240.0
2016-01-31,799.0,4190.0
2016-02-01,795.0,4140.0
2016-02-02,795.0,4100.0
2016-02-03,813.0,4090.0
2016-02-04,893.0,4100.0
2016-02-05,1050.0,4210.0
2016-02-06,1270.0,4500.0
2016-02-07,1250.0,4820.0
2016-02-08,1150.0,5130.0
2016-02-09,1080.0,5250.0
2016-02-10,1040.0,5250.0
2016-02-11,986.0,5090.0
2016-02-12,931.0,4700.0
2016-02-13,867.0,4230.0
2016-02-14,808.0,3860.0
2016-02-15,763.0,3560.0
2016-02-16,737.0,3350.0
2016-02-17,812.0,3320.0
2016-02-18,1010.0,3360.0
2016-02-19,1230.0,3550.0
2016-02-20,1350.0,3940.0
2016-02-21,1360.0,4390.0
2016-02-22,1300.0,4450.0
2016-02-23,1250.0,4290.0
2016-02-24,1200.0,4120.0
2016-02-25,1260.0,4180.0
2016-02-26,1710.0,5010.0
2016-02-27,3120.0,7510.0
2016-02-28,3970.0,10800.0
2016-02-29,3840.0,12300.0
2016-03-01,3590.0,12100.0
2016-03-02,3320.0,11400.0
2016-03-03,3060.0,10800.0
2016-03-04,2840.0,10300.0
2016-03-05,2610.0,9790.0
2016-03-06,2400.0,9260.0
2016-03-07,2220.0,8840.0
2016-03-08,2080.0,8350.0
2016-03-09,1980.0,7900.0
2016-03-10,2090.0,7670.0
2016-03-11,2830.0,7680.0
2016-03-12,4230.0,9600.0
2016-03-13,5230.0,13200.0
2016-03-14,5040.0,13800.0
2016-03-15,4440.0,13100.0
2016-03-16,4110.0,12300.0
2016-03-17,4300.0,12500.0
2016-03-18,4460.0,13200.0
2016-03-19,4250.0,12700.0
2016-03-20,3910.0,12000.0
2016-03-21,3630.0,11300.0
2016-03-22,3430.0,10700.0
2016-03-23,3240.0,10000.0
2016-03-24,3030.0,9410.0
2016-03-25,2910.0,8850.0
2016-03-26,2820.0,8440.0
2016-03-27,2770.0,8200.0
2016-03-28,3090.0,8260.0
2016-03-29,4030.0,9000.0
2016-03-30,5680.0,11100.0
2016-03-31,8000.0,14100.0
2016-04-01,10600.0,18600.0
2016-04-02,12600.0,24500.0
2016-04-03,12800.0,31600.0
2016-04-04,12000.0,36000.0
2016-04-05,10100.0,36000.0
2016-04-06,7610.0,31600.0
2016-04-07,5830.0,26800.0
2016-04-08,5450.0,24400.0
2016-04-09,7260.0,25100.0
2016-04-10,7510.0,28100.0
2016-04-11,6540.0,28100.0
2016-04-12,5540.0,27000.0
2016-04-13,6040.0,26900.0
2016-04-14,6830.0,28100.0
2016-04-15,7010.0,29300.0
2016-04-16,7460.0,30700.0
2016-04-17,8710.0,33800.0
2016-04-18,11800.0,41600.0
2016-04-19,13500.0,47700.0
2016-04-20,12500.0,49300.0
2016-04-21,11600.0,48300.0
2016-04-22,12900.0,51700.0
2016-04-23,14400.0,58100.0
2016-04-24,13500.0,62700.0
2016-04-25,10400.0,56700.0
2016-04-26,7690.0,46900.0
2016-04-27,5990.0,39200.0
2016-04-28,4860.0,33500.0
2016-04-29,4010.0,28900.0
2016-04-30,3550.0,25800.0
2016-05-01,3490.0,24300.0
2016-05-02,4070.0,24800.0
2016-05-03,5660.0,28100.0
2016-05-04,6200.0,31500.0
2016-05-05,6020.0,31400.0
2016-05-06,6070.0,31500.0
2016-05-07,6150.0,32600.0
2016-05-08,6170.0,33300.0
2016-05-09,6240.0,34500.0
2016-05-10,5030.0,31700.0
2016-05-11,3910.0,26600.0
2016-05-12,3200.0,22700.0
2016-05-13,2770.0,20300.0
2016-05-14,2960.0,20300.0
2016-05-15,3470.0,22400.0
2016-05-16,4110.0,23400.0
2016-05-17,3820.0,22900.0
2016-05-18,3180.0,20400.0
2016-05-19,2650.0,17800.0
2016-05-20,2180.0,15600.0
2016-05-21,1800.0,13700.0
2016-05-22,1510.0,12200.0
2016-05-23,1240.0,10900.0
2016-05-24,1040.0,9810.0
2016-05-25,891.0,8970.0
2016-05-26,773.0,8400.0
2016-05-27,715.0,7940.0
2016-05-28,766.0,7820.0
2016-05-29,936.0,7600.0
2016-05-30,1070.0,7440.0
2016-05-31,1250.0,7920.0
2016-06-01,1060.0,8670.0
2016-06-02,854.0,8570.0
2016-06-03,711.0,7720.0
2016-06-04,695.0,7300.0
2016-06-05,685.0,6730.0
2016-06-06,1850.0,7350.0
2016-06-07,4110.0,11900.0
2016-06-08,3280.0,15700.0
2016-06-09,2410.0,13700.0
2016-06-10,1800.0,11900.0
2016-06-11,1450.0,10400.0
2016-06-12,1350.0,9840.0
2016-06-13,2270.0,12600.0
2016-06-14,2720.0,16100.0
2016-06-15,2440.0,15200.0
2016-06-16,1780.0,13100.0
2016-06-17,1270.0,10900.0
2016-06-18,941.0,9250.0
2016-06-19,736.0,8090.0
